Date,Open,High,Low,Close
1983-05-13,1280,1355,1273,1331
1983-05-20,1317,1388,1302,1323
1983-05-27,1285,1368,1278,1360
1983-06-03,1370,1376,1192,1202
1983-06-10,1160,1180,1102,1152
1983-06-17,1185,1195,1145,1172
1983-06-24,1170,1237,1166,1227
1983-07-01,1225,1225,1155,1195
1983-07-08,1145,1237,1145,1223
1983-07-15,1225,1273,1191,1201
1983-07-22,1213,1279,1205,1244
1983-07-29,1223,1271,1184,1191
1983-08-05,1188,1218,1156,1180
1983-08-12,1170,1199,1145,1193
1983-08-19,1210,1267,1208,1222
1983-08-26,1282,1325,1233,1258
1983-09-02,1245,1266,1225,1253
1983-09-09,1272,1274,1234,1245
1983-09-16,1262,1263,1180,1215
1983-09-23,1223,1238,1187,1232
1983-09-30,1232,1232.5,1101,1107
1983-10-07,1050,1068,992,1058
1983-10-14,1065,1078,1025,1051
1983-10-21,1045,1045,931,960
1983-10-28,969,982,868,913
1983-11-04,875,918,842,900
1983-11-11,884,920,881,902
1983-11-18,899,915,832,855
1983-11-25,842,872,837,860
1983-12-02,900,1008,898,975
1983-12-09,982,1028,942,958
1983-12-16,962,972,860,877
1983-12-23,885,918,874,892
1983-12-30,898,920,885,915.5
1984-01-06,904,905,816,816
1984-01-13,800,838,783,831
1984-01-20,823,847,797,833
1984-01-27,832,848.5,788,838
1984-02-03,840,904,829,900
1984-02-10,878,925,858,879
1984-02-17,875,933,864,918
1984-02-24,933,982,911,962
1984-03-02,968,1010,963,1005
1984-03-09,1025,1032,972.5,1003
1984-03-16,986,1000,950,960
1984-03-23,953,978,933,945
1984-03-30,949,995,943,990
1984-04-06,984,985,906,923.1
1984-04-13,927,945,906,929
1984-04-20,921,970,910,934
1984-04-27,941,953,918,923
1984-05-04,910,934,895,900
1984-05-11,893,894,868,886
1984-05-18,898,928,885,923
1984-05-25,932,946,896,943
1984-06-01,928,962,920,936
1984-06-08,945,951,905,908
1984-06-15,904,908,846,855
1984-06-22,847,872.5,846.5,863.5
1984-06-29,843,863,829,855
1984-07-06,843,847.5,752,764.5
1984-07-13,738,779,729,756
1984-07-20,768,776,734,742
1984-07-27,723,738,685,713
1984-08-03,702,780,699,776
1984-08-10,774,798,740,768
1984-08-17,763,816,761,786
1984-08-24,778,784,738,772
1984-08-31,767,795,753,766
1984-09-07,740,754,723,728
1984-09-14,730,751,720,736
1984-09-21,725,782,712.5,780
1984-09-28,782,790,754,762
1984-10-05,766,786.5,739,740
1984-10-12,743,746,718,743.5
1984-10-19,734,749,712,730
1984-10-26,728,765,726.5,736.5
1984-11-02,728,762,718,757
1984-11-09,760,785.5,756,769
1984-11-16,773,790,758,761.5
1984-11-23,756,763,746,755
1984-11-30,747,752.5,707,717.5
1984-12-07,715,732.5,701,703
1984-12-14,698,705,680.5,683
1984-12-21,669,669,634,655.5
1984-12-28,657,667,640,647
1985-01-04,641,642.5,592,593.5
1985-01-11,592,624,585.5,603
1985-01-18,606,639,594,633
1985-01-25,632,635.5,596.5,604
1985-02-01,598,652,597,626
1985-02-08,616,627,608,615.5
1985-02-15,612,638,609,630.5
1985-02-22,624.5,630,588,592
1985-03-01,563,588,549,579
1985-03-08,575,588,563,566
1985-03-15,572,588,553,575
1985-03-22,580,690,580,637.5
1985-03-29,632,679,630,672.5
1985-04-05,660,663.5,639,659
1985-04-12,654,683,647,666
1985-04-19,676,678.5,638,646.5
1985-04-26,646,649,616,639.3
1985-05-03,639,646,616,623.5
1985-05-10,616,648,615,641.5
1985-05-17,643,678,640,655
1985-05-24,663,665,613,620
1985-05-31,615,630,599,619
1985-06-07,624,628.5,596,616
1985-06-14,610.5,632,609,627
1985-06-21,625,654,607.5,613.5
1985-06-28,612,629,608,619
1985-07-05,618,618,588,599.5
1985-07-12,601,618,593.5,616
1985-07-19,612.5,638,607.5,617.5
1985-07-26,616,634,609,631.5
1985-08-02,631.5,648,619,623.5
1985-08-09,624,633,611,632
1985-08-16,630,650,627.5,642.5
1985-08-23,647,647,618,637.2
1985-08-30,635,654,632.5,637
1985-09-06,628,630,609,624
1985-09-13,619,623.5,606.5,612
1985-09-20,611,616,596,609
1985-09-27,629,632,614,617
1985-10-04,612,653,606.5,640
1985-10-11,636.5,641.5,626.5,633
1985-10-18,631.9,634,615,623
1985-10-25,622,629,616,624
1985-11-01,623,627,609,616.5
1985-11-08,613,615.6,604,613
1985-11-15,610,623.5,609.2,610
1985-11-22,610.5,626,609,622.5
1985-11-29,640,645,620.5,621
1985-12-06,622,626,614.5,615
1985-12-13,608,609,578,598
1985-12-20,596,603.5,579,595
1985-12-27,598,602.5,583.5,595
1986-01-03,596,626,589.5,624.9
